1809260002,7L1RLL 68b1e3af5f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC c11b6d3748,DL4DTL 309ea008df,EA8BVP1 02e91e207f,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 174619389b,G0MQW2 c4b16efc5d,G0MQW3 6a1edc2691,G3VYZ1 8928a0c209,G3VYZ2 025fb0e790,G3VYZ3 c1f36a8886,G3YXM-600m 42b2ca0f50,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 73dbcf06a9,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0ebeba9e58,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 806ac586ec,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 e5976eb70c,SA6BSS2 a626e1c1b8,SA6BSS3 0f8fb05d61,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC a19ca38e5c,VK3EDW f4b3d214f6,VK2DDI 895372d28b,VE7IGH ae3bd544e5,WD4AH 29b1a9b2cd,WD4ELG-20 501f613abd,WD4ELG-30 79e21d4058,WD4ELG-40 f7e5493043,WD4ELG-80 521a54b2ee,WD4ELG-160 182e50dbd6,W4HBK1 307da7ba03,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m 464cc7692a,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 8787721cb5,WA5DJJ-160m e4030d933b,WA5DJJ-630m 008a6a7382,ZL2IK1 83e6ba051a,ZL2IK2 5522b9cdc3
1809260012,7L1RLL c696c5400f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP d41d8cd98f,DK7FC 8f4de5c6ec,DL4DTL 61cd2c18d7,EA8BVP1 0aeadff15e,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 3dd524903b,G0MQW2 b85a180a7f,G0MQW3 6a1edc2691,G3VYZ1 d278f5ec5e,G3VYZ2 77d631c491,G3VYZ3 7347832b6e,G3YXM-600m 01114694e2,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 3d5c8b147d,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 40eefe38bc,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 78f2615eb1,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 30480a8c7c,SA6BSS2 95ba32d24b,SA6BSS3 267c71b78b,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 689b4804bd,VK3EDW 88b04ad12f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 1ae9f80dbd,WD4ELG-20 046eee5901,WD4ELG-30 eeab623f4b,WD4ELG-40 1496b3035a,WD4ELG-80 57a285f6b1,WD4ELG-160 6c846a140a,W4HBK1 0deeb58c7e,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 19cec91396,ZL2IK2 5522b9cdc3
1809260022,7L1RLL edddf06f25,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC ec55da3839,DL4DTL 60019aa332,EA8BVP1 9907e4d0fb,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 2b8995f503,G0MQW2 1ffe01117b,G0MQW3 6a1edc2691,G3VYZ1 d925b81f83,G3VYZ2 9dc8f75c54,G3VYZ3 fb7f0ede41,G3YXM-600m c4c85f0254,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 97ad51c57f,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L c88d33ca30,LA5GOA 020d5c4ca3,N2NXZ 898a344b66,OK1FCX 1537f6a97c,ON4CDJ a0f4a88ee7,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS 3ab0081b83,SA6BSS1 42f435d245,SA6BSS2 dac181fdb6,SA6BSS3 13876c26e0,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 6818fde10d,VK3EDW 4809c8a96f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 31c42a8cc3,WD4ELG-20 c5a91466ea,WD4ELG-30 ad1af7b700,WD4ELG-40 76fb9058f1,WD4ELG-80 436967ffdf,WD4ELG-160 03599b37ac,W4HBK1 06b146c46b,W4HBK2 4c8251e969,WA5DJJ-10m a3e26ceb19,WA5DJJ-12m c276a55415,WA5DJJ-15m c005ac94c6,WA5DJJ-17m 92d63bd6d2,WA5DJJ-20m 9173c4524f,WA5DJJ-30m 2c3d00a6d8,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 38f7a34605,ZL2IK2 5522b9cdc3
1809261122,7L1RLL 241969c30a,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 419e13c362,DL4DTL 0f9a99af8a,EA8BVP1 f52eb90843,EA8BVP2 d08d5ed73e,F6BAZ 3f4737b88f,G0MQW1 628b08535f,G0MQW2 9caae59ac0,G0MQW3 6a1edc2691,G3VYZ1 afc73f897a,G3VYZ2 baa1884728,G3VYZ3 79a541bf55,G3YXM-600m 5deb818486,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 3d13e162af,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 6a8ab334a2,LA5GOA 4cb57c2144,N2NXZ 898a344b66,N8NJ fdba05be5b,OK1FCX 313ad07c96,ON4CDJ f765d74347,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 7d4dee9758,SA6BSS3 08998b8494,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 62e1d40ed8,VK3EDW 231683e947,VK2DDI 895372d28b,VE7IGH 96997f6ef5,WD4AH 186155deac,WD4ELG-20 5b8603e9a1,WD4ELG-30 b62cb5eacc,WD4ELG-40 5215f968d2,WD4ELG-80 d8486d08ea,WD4ELG-160 bd554c0e4b,W4HBK1 c3ca692b99,W4HBK2 d1a7a4b1a7,WA5DJJ-10m 7ad574277c,WA5DJJ-12m 834b6c0ac7,WA5DJJ-15m 81a9a40cdb,WA5DJJ-17m 7fff3f7f47,WA5DJJ-20m 2e8ebc4a30,WA5DJJ-30m 4f9dee292d,WA5DJJ-40m 38e07f02f8,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 0277918852,WA5DJJ-160m f83018eb05,WA5DJJ-630m b59de824c2,ZL2IK1 26bb3e4e08,ZL2IK2 72255336f6
1809261132,7L1RLL 9e057c7e74,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC d5675dcdbd,DL4DTL 1222fe3068,EA8BVP1 9822c69566,EA8BVP2 5244fdd71b,F6BAZ 3f4737b88f,G0MQW1 246b77cf8c,G0MQW2 4d7423a917,G0MQW3 6a1edc2691,G3VYZ1 f819f7d47d,G3VYZ2 41ad6b1175,G3VYZ3 069379d234,G3YXM-600m 43628eb7a0,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 57a18d6a70,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L ed20a6294a,LA5GOA 4cb57c2144,N2NXZ 52e1f4d92a,N8NJ e672b773a5,OK1FCX 2c81e771a0,ON4CDJ f765d74347,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 a55f65e7d4,SA6BSS3 1d77dff73b,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 3b2d01410f,VK3EDW bd4af95a47,VK2DDI 895372d28b,VE7IGH 96997f6ef5,WD4AH 77bafae507,WD4ELG-20 4e98cdb134,WD4ELG-30 7b6cec94d4,WD4ELG-40 1521a67383,WD4ELG-80 78d78d4a76,WD4ELG-160 c57ac523c8,W4HBK1 0b0a1e4cca,W4HBK2 4da273097d,WA5DJJ-10m 7ad574277c,WA5DJJ-12m 834b6c0ac7,WA5DJJ-15m 81a9a40cdb,WA5DJJ-17m 7fff3f7f47,WA5DJJ-20m 2e8ebc4a30,WA5DJJ-30m 4f9dee292d,WA5DJJ-40m 286c252993,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 131fe75e71,WA5DJJ-160m f8b43643c8,WA5DJJ-630m 48ae4e1d08,ZL2IK1 3511de3ae1,ZL2IK2 f486b69317
1809261142,7L1RLL 6c10c6ea92,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 94fb02d9b3,DL4DTL 0977266311,EA8BVP1 03222e2f49,EA8BVP2 5244fdd71b,F6BAZ 3f4737b88f,G0MQW1 fc6d8a9d67,G0MQW2 4d7423a917,G0MQW3 6a1edc2691,G3VYZ1 822c5935d1,G3VYZ2 bf89d89ac5,G3VYZ3 6f08ff6f9b,G3YXM-600m 760dd2945d,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 20ea7cab58,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 4401c71da3,LA5GOA 9d0e16941e,N2NXZ d541f24cc7,N8NJ e2bcafb764,OK1FCX 9ab3b3c4b8,ON4CDJ 9ffd2c87c2,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 52bc38939b,VK3EDW 8b485a5a79,VK2DDI 895372d28b,VE7IGH 96997f6ef5,WD4AH 785ce27a5b,WD4ELG-20 706ae9b98c,WD4ELG-30 dbf3404cdd,WD4ELG-40 344b922c7d,WD4ELG-80 d7a24ee8f6,WD4ELG-160 58c24e975f,W4HBK1 00a594417f,W4HBK2 4da273097d,WA5DJJ-10m 8d2e13479b,WA5DJJ-12m ab6ff9b880,WA5DJJ-15m d766440f23,WA5DJJ-17m d273510d86,WA5DJJ-20m 8ebbc0a091,WA5DJJ-30m b2ed477c7d,WA5DJJ-40m 286c252993,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 131fe75e71,WA5DJJ-160m f8b43643c8,WA5DJJ-630m 48ae4e1d08,ZL2IK1 bc73bc99da,ZL2IK2 f486b69317
1809261152,7L1RLL 0f8d47e704,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 6cfd338e2b,DL4DTL 7cfe6538f2,EA8BVP1 d753a53dfd,EA8BVP2 5244fdd71b,F6BAZ 3f4737b88f,G0MQW1 1f632e066a,G0MQW2 faa85d715b,G0MQW3 6a1edc2691,G3VYZ1 ff1fe807e3,G3VYZ2 5b69a7a44e,G3VYZ3 cd98dbccd7,G3YXM-600m 297ee01441,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF ff0bc608bc,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 071aec1dd4,LA5GOA 9d0e16941e,N2NXZ 586d827a07,N8NJ 1c742d3ea3,OK1FCX 76feadbd4a,ON4CDJ 9ffd2c87c2,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC c2b66478a5,VK3EDW 769ac45baf,VK2DDI 895372d28b,VE7IGH 96997f6ef5,WD4AH 84c0707e68,WD4ELG-20 7863152b53,WD4ELG-30 4d16268009,WD4ELG-40 2881473029,WD4ELG-80 7c94263781,WD4ELG-160 186add8d46,W4HBK1 c4b57d5112,W4HBK2 4da273097d,WA5DJJ-10m 8d2e13479b,WA5DJJ-12m ab6ff9b880,WA5DJJ-15m d766440f23,WA5DJJ-17m d273510d86,WA5DJJ-20m 8ebbc0a091,WA5DJJ-30m b2ed477c7d,WA5DJJ-40m 79e03501c5,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m f0b6cb9259,WA5DJJ-160m 6be88af73f,WA5DJJ-630m aa2100abc6,ZL2IK1 c94a2b2c99,ZL2IK2 f486b69317
1809261202,7L1RLL 05c60b3968,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC d63f798ae3,DL4DTL 8d28fabdd4,EA8BVP1 35c3602a6d,EA8BVP2 9341661185,F6BAZ 3f4737b88f,G0MQW1 a308e1e8f0,G0MQW2 72465b4452,G0MQW3 6a1edc2691,G3VYZ1 94806aa4f4,G3VYZ2 4839d70590,G3VYZ3 943596dd60,G3YXM-600m 9e1299ee4e,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF d24e9f3d80,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L dfdc54da32,LA5GOA caae39216b,N2NXZ fe42820c6a,N8NJ 21ce2dbae3,OK1FCX 4540df8ec7,ON4CDJ c1a675ec5b,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 4363cbfa0f,VK3EDW 965f434104,VK2DDI 895372d28b,VE7IGH 96997f6ef5,WD4AH afbcb165ab,WD4ELG-20 4bd93c7860,WD4ELG-30 10cfb669a9,WD4ELG-40 14891ee961,WD4ELG-80 155e2cc56e,WD4ELG-160 c867370040,W4HBK1 4a8b7b1243,W4HBK2 bfa2ff4c8e,WA5DJJ-10m ffc9a9d391,WA5DJJ-12m 4b5d977239,WA5DJJ-15m 9f21748f23,WA5DJJ-17m 6891387123,WA5DJJ-20m 6d0459a3b1,WA5DJJ-30m f264857bc7,WA5DJJ-40m 79e03501c5,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m f0b6cb9259,WA5DJJ-160m 6be88af73f,WA5DJJ-630m aa2100abc6,ZL2IK1 47deb78097,ZL2IK2 59544579a1
1809261212,7L1RLL 44da363a94,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 96b513743c,DL4DTL 9b5639113a,EA8BVP1 9a0dffaf2c,EA8BVP2 9341661185,F6BAZ 3f4737b88f,G0MQW1 867b5d6de8,G0MQW2 72465b4452,G0MQW3 6a1edc2691,G3VYZ1 090387989e,G3VYZ2 e09fe4deba,G3VYZ3 7e9d2fb3b6,G3YXM-600m e215fec46e,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 957918fcb6,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L d1aaa47812,LA5GOA caae39216b,N2NXZ b711376a6f,N8NJ 8f5b839751,OK1FCX b4727c454f,ON4CDJ c1a675ec5b,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC bc81b2f4db,VK3EDW 467407915b,VK2DDI 895372d28b,VE7IGH 36a8c77824,WD4AH b5e911fe51,WD4ELG-20 4fd962f239,WD4ELG-30 8da7cf72c5,WD4ELG-40 7ef9d923b4,WD4ELG-80 259a3c0214,WD4ELG-160 a383684fd6,W4HBK1 c8664de30c,W4HBK2 bfa2ff4c8e,WA5DJJ-10m ffc9a9d391,WA5DJJ-12m 4b5d977239,WA5DJJ-15m 9f21748f23,WA5DJJ-17m 6891387123,WA5DJJ-20m 6d0459a3b1,WA5DJJ-30m f264857bc7,WA5DJJ-40m 5d4adcc5b8,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 19ddf0c540,WA5DJJ-160m 7347a122e8,WA5DJJ-630m 861c34f644,ZL2IK1 9aad2d2495,ZL2IK2 59544579a1
1809261222,7L1RLL 6bf16d3513,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP d41d8cd98f,DK7FC 0e5559b2a6,DL4DTL 5ae89dcba9,EA8BVP1 3e01df2a09,EA8BVP2 9341661185,F6BAZ 3f4737b88f,G0MQW1 e52e71131b,G0MQW2 93175c0859,G0MQW3 6a1edc2691,G3VYZ1 321edb53ec,G3VYZ2 b157d90738,G3VYZ3 df1aa17049,G3YXM-600m ac1ca22deb,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 07d48cc9a3,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0653ffeb24,LA5GOA 60395ce42c,N2NXZ 606f08559a,N8NJ 36a8125630,OK1FCX 762d470328,ON4CDJ 53eaf5a395,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 9c82daf7f2,VK3EDW 567418e75c,VK2DDI 895372d28b,VE7IGH 36a8c77824,WD4AH a8184b16e5,WD4ELG-20 cd04b7cf99,WD4ELG-30 898dd4ea69,WD4ELG-40 0c342bfdcd,WD4ELG-80 259a3c0214,WD4ELG-160 c3ec721970,W4HBK1 89694f2e81,W4HBK2 bfa2ff4c8e,WA5DJJ-10m 93f0f4c10c,WA5DJJ-12m 1721e4712a,WA5DJJ-15m 26292c3607,WA5DJJ-17m 5e007db3cf,WA5DJJ-20m 3dd8d56481,WA5DJJ-30m 94f69a5bcb,WA5DJJ-40m 5d4adcc5b8,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 19ddf0c540,WA5DJJ-160m 7347a122e8,WA5DJJ-630m 861c34f644,ZL2IK1 72b4dd956a,ZL2IK2 59544579a1
1809261232,7L1RLL 8a29a2bb2d,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC c5773c7177,DL4DTL 50df8f2706,EA8BVP1 379efd425f,EA8BVP2 166b3a1c70,F6BAZ 3f4737b88f,G0MQW1 b323a57a68,G0MQW2 93175c0859,G0MQW3 6a1edc2691,G3VYZ1 ff0abc5604,G3VYZ2 de7a26c3a6,G3VYZ3 530deaae03,G3YXM-600m 678295e47c,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66a7b51485,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 4605cd98bf,LA5GOA 60395ce42c,N2NXZ e26187a281,N8NJ 49d36c6fc4,OK1FCX 0e318e3f95,ON4CDJ 53eaf5a395,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 48a9fb754e,VK3EDW 6d2f6d8fdc,VK2DDI d41d8cd98f,VE7IGH 36a8c77824,WD4AH 23cae1ce62,WD4ELG-20 5ed7accd60,WD4ELG-30 ef128471d2,WD4ELG-40 7a071b9575,WD4ELG-80 259a3c0214,WD4ELG-160 cdc5f48e2d,W4HBK1 31a4bc317e,W4HBK2 392f15f5e5,WA5DJJ-10m 93f0f4c10c,WA5DJJ-12m 1721e4712a,WA5DJJ-15m 26292c3607,WA5DJJ-17m 5e007db3cf,WA5DJJ-20m 3dd8d56481,WA5DJJ-30m 94f69a5bcb,WA5DJJ-40m f566815ef1,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 1e89246a20,WA5DJJ-160m 0743d4f67f,WA5DJJ-630m 0bd7942e09,ZL2IK1 2a61d0fcf1,ZL2IK2 c9b133c131
1809261242,7L1RLL b4c9c6440f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 1a7b019590,DL4DTL 7682b0dcf6,EA8BVP1 0d1a3f066f,EA8BVP2 166b3a1c70,F6BAZ 3f4737b88f,G0MQW1 7c44adf38c,G0MQW2 f3c330989a,G0MQW3 6a1edc2691,G3VYZ1 3462b939c2,G3VYZ2 5c979c38ca,G3VYZ3 ae01ae8bee,G3YXM-600m cc34fc0757,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 61abcadedb,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 44c3dcc6a9,LA5GOA a96759c643,N2NXZ e871d43607,N8NJ 41560cd8b8,OK1FCX 22497d209b,ON4CDJ 8c2038cdcb,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 6ffece1b27,VK3EDW e2fedd9503,VK2DDI 895372d28b,VE7IGH 36a8c77824,WD4AH 9f21269779,WD4ELG-20 c7606b8e36,WD4ELG-30 1d9aa0173b,WD4ELG-40 4328fa8e63,WD4ELG-80 259a3c0214,WD4ELG-160 6635fa08f6,W4HBK1 7fc2cfb2ca,W4HBK2 392f15f5e5,WA5DJJ-10m ceb12e91f9,WA5DJJ-12m 81991ac9f7,WA5DJJ-15m a9c86187ef,WA5DJJ-17m 0cc55e92c8,WA5DJJ-20m 2d896322ae,WA5DJJ-30m 6bb78da243,WA5DJJ-40m f566815ef1,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 1e89246a20,WA5DJJ-160m 0743d4f67f,WA5DJJ-630m 0bd7942e09,ZL2IK1 51a632e328,ZL2IK2 c9b133c131
1809261252,7L1RLL 0c3c84eaf3,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC f3ec3dd14d,DL4DTL a942b38d31,EA8BVP1 f267540194,EA8BVP2 166b3a1c70,F6BAZ 3f4737b88f,G0MQW1 a6b85c72aa,G0MQW2 f3c330989a,G0MQW3 6a1edc2691,G3VYZ1 5514d9eee6,G3VYZ2 c8a0738690,G3VYZ3 d887a49474,G3YXM-600m dbaf9c1b06,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF e485f3a316,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L db1ceff04d,LA5GOA a96759c643,N2NXZ 0e332ba8c1,N8NJ e4de81a389,OK1FCX 41f5324ea9,ON4CDJ 8c2038cdcb,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC d42f973c4a,VK3EDW e05f23a391,VK2DDI 895372d28b,VE7IGH 36a8c77824,WD4AH ba1d4e66ba,WD4ELG-20 8bababd86d,WD4ELG-30 38d95ebc09,WD4ELG-40 c7f64af2a6,WD4ELG-80 259a3c0214,WD4ELG-160 b9945fa6ae,W4HBK1 5170833331,W4HBK2 392f15f5e5,WA5DJJ-10m ceb12e91f9,WA5DJJ-12m 81991ac9f7,WA5DJJ-15m a9c86187ef,WA5DJJ-17m 0cc55e92c8,WA5DJJ-20m 2d896322ae,WA5DJJ-30m 6bb78da243,WA5DJJ-40m c11eaa0367,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m b1b7e7a870,WA5DJJ-160m 478e3fb098,WA5DJJ-630m 43c46b292d,ZL2IK1 b94709dfd5,ZL2IK2 c9b133c131
1809261302,7L1RLL c455b294e1,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC f0b1c5e7b2,DL4DTL 4a2460dd2e,EA8BVP1 d8cf916886,EA8BVP2 c46a8dd751,F6BAZ 3f4737b88f,G0MQW1 853ad1d8aa,G0MQW2 dc6ee98eca,G0MQW3 6a1edc2691,G3VYZ1 2c9aee986c,G3VYZ2 a64867ee73,G3VYZ3 fe53569ab8,G3YXM-600m cb1bd0ad92,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 58d5e23d61,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 8717da4e61,LA5GOA 98632b9f88,N2NXZ 31850748ae,N8NJ 2d0f64d978,OK1FCX 027813a926,ON4CDJ 021119f45a,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC efe464c82f,VK3EDW 6cd6913775,VK2DDI 895372d28b,VE7IGH 36a8c77824,WD4AH 96db370260,WD4ELG-20 08867e0801,WD4ELG-30 9eca06bfae,WD4ELG-40 6d195e77d3,WD4ELG-80 259a3c0214,WD4ELG-160 5d161b37e2,W4HBK1 27aec7752f,W4HBK2 7d254caabb,WA5DJJ-10m 73a3d64fc9,WA5DJJ-12m 4bb93eabdc,WA5DJJ-15m 056fb1e066,WA5DJJ-17m fa67264f74,WA5DJJ-20m 93812989fc,WA5DJJ-30m 4a4fd94afc,WA5DJJ-40m c11eaa0367,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m b1b7e7a870,WA5DJJ-160m 478e3fb098,WA5DJJ-630m 43c46b292d,ZL2IK1 db561699a1,ZL2IK2 e426d20b84
